perfForm,infForm
отвязать,отвязывать
отгадать,отгадывать
отогнуть,отгибать
отгладить,отглаживать
отговорить,отговаривать
отогнать,отгонять
отгородить,отгораживать
отграничить,отграничивать
отгрести,отгребать
отгрузить,отгружать
отгулять,отгуливать
отдать,отдавать
отдалить,отдалять
отделать,отделывать
отделить,отделять
отдернуть,отдергивать
отдергнуть,отдергивать
отодрать,отдирать
отдохнуть,отдыхать
отечь,отекать
отеплить,отеплять
отжечь,отжигать
отжать,отжимать
отколоть,откалывать
откопать,откапывать
откормить,откармливать
откатить,откатывать
откачать,откачивать
откидать,откидывать
откинуть,откидывать
отложить,откладывать
отклеить,отклеивать
откликнуть,откликать
отклонить,отклонять
отключить,отключать
отклячить,отклячивать
открестить,открещивать
разоткровенничать,откровенничать
открутить,откручивать
открыть,открывать
откупить,откупать
откупорить,откупоривать
откусить,откусывать
отловить,отлавливать
отладить,отлаживать
отломить,отламывать
отлежать,отлеживать
отлепить,отлеплять
отлететь,отлетать
отлить,отливать
отличить,отличать
отлучить,отлучать
отлынить,отлынивать
отлячить,отлячивать
отмазать,отмазывать
отмолить,отмаливать
отмахнуть,отмахивать
отмочить,отмачивать
отмежевать,отмежевывать
отменить,отменять
отмерить,отмеривать
отмести,отметать
отметить,отмечать
отмереть,отмирать
отморозить,отмораживать
отнять,отнимать
отнести,относить
отобразить,отображать
отоварить,отоваривать
отогреть,отогревать
отодвинуть,отодвигать
отождествить,отождествлять
отпасть,отпадать
отпоить,отпаивать
отпороть,отпарывать
отпеть,отпевать
отпечатать,отпечатывать
отпить,отпивать
отпилить,отпиливать
отпереть,отпирать
отписать,отписывать
отплатить,отплачивать
отплыть,отплывать
отплясать,отплясывать
отполоскать,отполаскивать
отполаскать,отполаскивать
отправить,отправлять
отпросить,отпрашивать
отпрячь,отпрягать
отпугнуть,отпугивать
отпустить,отпускать
отпутать,отпутывать
отработать,отрабатывать
отравить,отравлять
отрасти,отрастать
отрастить,отращивать
отрезвить,отрезвлять
отречь,отрекать
отрешить,отрешать
отругать,отругивать
оторвать,отрывать
отсадить,отсаживать
отсесть,отсаживать
отсосать,отсасывать
отсеять,отсеивать
отсечь,отсекать
отселить,отселять
отсидеть,отсиживать
отскоблить,отскабливать
отскочить,отскакивать
отслоить,отслаивать
отследить,отслеживать
отслужить,отслуживать
отсоединить,отсоединять
отсрочить,отсрочивать
отстать,отставать
отставить,отставлять
отстоять,отстаивать
отстегнуть,отстегивать
отстирать,отстирывать
отстроить,отстраивать
отстранить,отстранять
отстрочить,отстрачивать
отстругать,отстругивать
отстукать,отстукивать
отступить,отступать
отсудить,отсуживать
отсучить,отсучивать
отсчитать,отсчитывать
отослать,отсылать
отсыпать,отсыпать
отсыреть,отсыревать
отсохнуть,отсыхать
оттаять,оттаивать
оттолкнуть,отталкивать
оттащить,оттаскивать
отточить,оттачивать
оттенить,оттенять
оттеснить,оттеснять
оттереть,оттирать
оттопырить,оттопыривать
отторгнуть,отторгать
оттормозить,оттормаживать
оттянуть,оттягивать
отуманить,отуманивать
отупить,отуплять
отутюжить,отутюживать
отучить,отучать
отфильтровать,отфильтровывать
отфутболить,отфутболивать
отходить,отхаживать
отхаркнуть,отхаркивать
отхлебнуть,отхлебывать
отойти,отходить
отцвести,отцветать
отцедить,отцеживать
отцепить,отцеплять
отчаять,отчаивать
отчалить,отчаливать
отчеканить,отчеканивать
отчеркнуть,отчеркивать
отчерпнуть,отчерпать
отчислить,отчислять
отчитать,отчитывать
отчистить,отчищать
отшелушить,отшелушивать
отшибить,отшибать
отшить,отшивать
отшкурить,отшкуривать
отшлепать,отшлепывать
отшпилить,отшпиливать
отштукатурить,отштукатуривать
отшутить,отшучивать
отъесть,отъедать
отъединить,отъединять
отъехать,отъезжать
отыграть,отыгрывать
отяготить,отягощать
отягчить,отягчать
отяжелить,отяжелять
оформить,оформлять
охаять,охаивать
охнуть,охать
охватить,охватывать
охладеть,охладевать
охладить,охлаждать
поохотить,охотить
оценить,оценивать
оцепить,оцеплять
очаровать,очаровывать
очернить,очернять
очинить,очинивать
очистить,очищать
очуметь,очумевать
очухать,очухивать
ошалеть,ошалевать
ошандарашить,ошандарашивать
ошарашить,ошарашивать
ошеломить,ошеломлять
ошиповать,ошиповывать
ошпарить,ошпаривать
оштрафовать,оштрафовывать
оштукатурить,оштукатуривать
ощерить,ощеривать
ощипать,ощипывать
ощупать,ощупывать
ощутить,ощущать
пасть,падать
упасть,падать
запакетировать,пакетировать
напакостить,пакостить
пальнуть,палить
спалить,палить
пропальпировать,пальпировать
запаниковать,паниковать
запанировать,панировать
пропаразитировать,паразитировать
спарализовать,парализовать
распараллелить,параллелить
пропарафировать,парафировать
отпарировать,парировать
пропарить,парить
припарковать,парковать
спародировать,пародировать
запаршиветь,паршиветь
спасовать,пасовать
пропассеровать,пассеровать
пропастеризовать,пастеризовать
запатентовать,патентовать
пропатронировать,патронировать
пропатрулировать,патрулировать
запахнуть,пахнуть
напахтать,пахтать
испачкать,пачкать
спаять,паять
пропедалировать,педалировать
запеленать,пеленать
спеленать,пеленать
запеленговать,пеленговать
переадресовать,переадресовывать
перебороть,перебарывать
перебежать,перебегать
перебелить,перебелять
перебить,перебивать
перебинтовать,перебинтовывать
перебрать,перебирать
перебросить,перебрасывать
перебрить,перебривать
перевалить,переваливать
переварить,переваривать
перевернуть,перевертывать
перевесить,перевешивать
перевешать,перевешивать
переврать,перевирать
перевозбудить,перевозбуждать
перевезти,перевозить
перевооружить,перевооружать
перевоплотить,перевоплощать
перевыбрать,перевыбирать
перевыполнить,перевыполнять
перевязать,перевязывать
перегнуть,перегибать
переглянуть,переглядывать
переголосовать,переголосовывать
перегнать,перегонять
перегородить,перегораживать
перегореть,перегорать
перегреть,перегревать
перегрузить,перегружать
перегруппировать,перегруппировывать
передать,передавать
передвинуть,передвигать
переделать,переделывать
передернуть,передергивать
передрать,передирать
передоверить,передоверять
передразнить,передразнивать
переехать,переезжать
пережарить,пережаривать
пережевать,пережевывать
пережить,переживать
пережечь,пережигать
переждать,пережидать
пережать,пережимать
перезагрузить,перезагружать
перезаключить,перезаключать
перезаписать,перезаписывать
перезаправить,перезаправлять
перезарядить,перезаряжать
перезахоронить,перезахоранивать
перезвонить,перезванивать
перезнакомить,перезнакамливать
перезреть,перезревать
переизбрать,переизбирать
переиздать,переиздавать
переименовать,переименовывать
переиначить,переиначивать
перекалить,перекаливать
переколоть,перекалывать
перекантовать,перекантовывать
перекопать,перекапывать
перекидать,перекидывать
перекинуть,перекидывать
перекипеть,перекипать
переложить,перекладывать
переклеить,переклеивать
переключить,переключать
перековеркать,перековеркивать
перекорежить,перекореживать
перекроить,перекраивать
перекрасить,перекрашивать
перекрутить,перекручивать
перекрыть,перекрывать
перекупить,перекупать
перекусить,перекусывать
переломить,переламывать
перелезть,перелезать
перелететь,перелетать
перелить,переливать
перемолоть,перемалывать
переманить,переманивать
перемотать,перематывать
перемахнуть,перемахивать
перемерзнуть,перемерзать
перемерить,перемеривать
переметнуть,переметывать
переместить,перемещать
перемигнуть,перемигивать
перемножить,перемножать
переморозить,перемораживать
перемыть,перемывать
переназначить,переназначать
перенаправить,перенаправлять
перенапрячь,перенапрягать
перенаселить,перенаселять
перенасытить,перенасыщать
перенацелить,перенацеливать
перенять,перенимать
переобуть,переобувать
переодеть,переодевать
переопределить,переопределять
переосмыслить,переосмысливать
переоснастить,переоснащать
переоформить,переоформлять
переоценить,переоценивать
перепасть,перепадать
перепарить,перепаривать
перепахать,перепахивать
перепечатать,перепечатывать
переписать,переписывать
переплатить,переплачивать
переплести,переплетать
переплыть,переплывать
переподготовить,переподготавливать
переползти,переползать
переполнить,переполнять
перепоручить,перепоручать
перепостить,перепощивать
переправить,переправлять
перепривязать,перепривязывать
перепроверить,перепроверять
перепродать,перепродавать
перепрыгнуть,перепрыгивать
перепугать,перепугивать
перепутать,перепутывать
переработать,перерабатывать
переразместить,переразмещать
перераспределить,перераспределять
перерасти,перерастать
перерисовать,перерисовывать
пересадить,пересаживать
пересесть,пересаживать
пересолить,пересаливать
пересдать,пересдавать
пересечь,пересекать
переселить,переселять
пересилить,пересиливать
пересказать,пересказывать
перескочить,перескакивать
пересмотреть,пересматривать
переснять,переснимать
пересоставить,пересоставлять
переспеть,переспевать
переспросить,переспрашивать
перестать,переставать
переставить,переставлять
перестелить,перестилать
перестлать,перестилать
перестирать,перестирывать
перестроить,перестраивать
перестраховать,перестраховывать
переступить,переступать
пересчитать,пересчитывать
переслать,пересылать
пересыпать,пересыпать
пересохнуть,пересыхать
перетащить,перетаскивать
перетасовать,перетасовывать
перетечь,перетекать
перетереть,перетирать
перетолковать,перетолковывать
перетравить,перетравливать
перетратить,перетрачивать
перетревожить,перетревоживать
перетряхнуть,перетряхивать
перетянуть,перетягивать
переупорядочить,переупорядочивать
переустроить,переустраивать
переуступить,переуступать
переутомить,переутомлять
переучить,переучивать
перехватить,перехватывать
перехлестнуть,перехлестывать
перехоронить,перехоранивать
перечеркнуть,перечеркивать
перечертить,перечерчивать
перечислить,перечислять
перечитать,перечитывать
перешагнуть,перешагивать
перешить,перешивать
проперфорировать,перфорировать
наперчить,перчить
пропесочить,песочить
спеть,петь
опечалить,печалить
напечатать,печатать
спечь,печь
попиарить,пиарить
попижонить,пижонить
спикировать,пикировать
запиликать,пиликать
спилить,пилить
пнуть,пинать
написать,писать
пихнуть,пихать
запищать,пищать
расплавить,плавить
заплакать,плакать
расплакать,плакать
запланировать,планировать
спланировать,планировать
распластать,пластать
заплатить,платить
наплевать,плевать
плескануть,плескать
плеснуть,плескать
заплесневеть,плесневеть
сплести,плести
поплести,плести
расплодить,плодить
запломбировать,пломбировать
заплутать,плутать
сплутовать,плутовать
проплыть,плыть
плюхнуть,плюхать
расплющить,плющить
сплясать,плясать
победить,побеждать
побудить,побуждать
повергнуть,повергать
повертеть,повертывать
поворотить,поворачивать
повредить,повреждать
повторить,повторять
повысить,повышать
повязать,повязывать
поглотить,поглощать
поглядеть,поглядывать
погрести,погребать
погрязнуть,погрязать
подать,подавать
подбавить,подбавлять
подбить,подбивать
подобрать,подбирать
подбросить,подбрасывать
подбрить,подбривать
подвергнуть,подвергать
подвернуть,подвертывать
подвесить,подвешивать
подвить,подвивать
подвинуть,подвигать
подвести,подводить
подвезти,подвозить
подволочь,подволакивать
подвязать,подвязывать
подогнуть,подгибать
подглядеть,подглядывать
подговорить,подговаривать
подогнать,подгонять
подгореть,подгорать
подгрести,подгребать
поддать,поддавать
поддакнуть,поддакивать
поддеть,поддевать
подделать,подделывать
поддернуть,поддергивать
поддержать,поддерживать
подергать,подергивать
подернуть,подергивать
поджечь,поджигать
поджать,поджимать
подзабыть,подзабывать
подзадорить,подзадоривать
подзакалить,подзакалять
подколоть,подкалывать
подкопать,подкапывать
подкараулить,подкарауливать
подкормить,подкармливать
подкатить,подкатывать
подкачать,подкачивать
подкосить,подкашивать
подкинуть,подкидывать
подкиснуть,подкисать
подложить,подкладывать
подклеить,подклеивать
подключить,подключать
подковать,подковывать
подкрасть,подкрадывать
подкрахмалить,подкрахмаливать
подкрасить,подкрашивать
подкрепить,подкреплять
подкрутить,подкручивать
подкупить,подкупать
подладить,подлаживать
подлететь,подлетать
подлить,подливать
подлизать,подлизывать
подмагнитить,подмагничивать
подмазать,подмазывать
подморгнуть,подмаргивать
подмочить,подмачивать
подменить,подменять
подметить,подмечать
подмешать,подмешивать
подмигнуть,подмигивать
подморозить,подмораживать
подмыть,подмывать
поднабрать,поднабирать
поднакопить,поднакапливать
поднапрячь,поднапрягать
подновить,подновлять
поднести,подносить
подогреть,подогревать
пододвинуть,пододвигать
заподозрить,подозревать
подольстить,подольщать
подпасть,подпадать
подпалить,подпалять
подпилить,подпиливать
подпереть,подпирать
подписать,подписывать
подпитать,подпитывать
подпихнуть,подпихивать
подплыть,подплывать
подползти,подползать
подпоясать,подпоясывать
подправить,подправлять
подпрыгнуть,подпрыгивать
подпустить,подпускать
подработать,подрабатывать
подравнять,подравнивать
подровнять,подравнивать
подразделить,подразделять
подрасти,подрастать
подрисовать,подрисовывать
подрубить,подрубать
подрулить,подруливать
подрумянить,подрумянивать
подорвать,подрывать
подрядить,подряжать
подсадить,подсаживать
подсесть,подсаживать
подсолить,подсаливать
подсветить,подсвечивать
подселить,подселять
подсинить,подсинивать
подсказать,подсказывать
подскрести,подскребать
подслушать,подслушивать
подсмотреть,подсматривать
подсоединить,подсоединять
подставить,подставлять
подстегнуть,подстегивать
подстеречь,подстерегать
подостлать,подстилать
подстелить,подстилать
подстроить,подстраивать
подстраховать,подстраховывать
подстрекнуть,подстрекать
подстричь,подстригать
подступить,подступать
подсучить,подсучивать
подсчитать,подсчитывать
подослать,подсылать
подсыпать,подсыпать
подсохнуть,подсыхать
подтолкнуть,подталкивать
подтопить,подтапливать
подтащить,подтаскивать
подтасовать,подтасовывать
подточить,подтачивать
подтвердить,подтверждать
подтереть,подтирать
подтрунить,подтрунивать
подоткнуть,подтыкать
подтянуть,подтягивать
подуть,подувать
подустать,подуставать
подучить,подучивать
подхватить,подхватывать
подхлестнуть,подхлестывать
подойти,подходить
подцепить,подцеплять
подчеркнуть,подчеркивать
подчистить,подчищать
подшибить,подшибать
подшить,подшивать
подшутить,подшучивать
подъехать,подъезжать
подыграть,подыгрывать
подыскать,подыскивать
подытожить,подытоживать
пожать,пожимать
позакрыть,позакрывать
поздравить,поздравлять
познать,познавать
напоить,поить
покачать,покачивать
упокоить,покоить
покорить,покорять
купить,покупать
покусить,покушать
ползти,ползать
поползать,ползать
поползти,ползать
проползти,ползти
полить,поливать
отполировать,полировать
располнеть,полнеть
прополоскать,полоскать
исполосовать,полосовать
прополоть,полоть
воспользовать,пользовать
поместить,помещать
помянуть,поминать
помереть,помирать
припомнить,помнить
помножить,помножать
помочь,помогать
понапридумать,понапридумывать
понизить,понижать
поникнуть,поникать
запоносить,поносить
попонтовать,понтовать
поощрить,поощрять
попрать,попирать
поплевать,поплевывать
пополнить,пополнять
поправить,поправлять
попрекнуть,попрекать
распопуляризировать,популяризировать
поработить,порабощать
поразить,поражать
порасти,порастать
породить,порождать
запорошить,порошить
испортить,портить
попортить,портить
поручить,поручать
порвать,порывать
посвятить,посвящать
поселить,поселять
посетить,посещать
поскользнуть,поскальзывать
посмотреть,посматривать
посмеять,посмеивать
поснять,поснимать
поспеть,поспевать
поспевать,поспеть
попосредничать,посредничать
поставить,поставлять
постановить,постановлять
постигнуть,постигать
постичь,постигать
постелить,постилать
попостить,постить
послать,посылать
посыпать,посыпать
погнуть,погать
вспотеть,потеть
потешить,потешать
потереть,потирать
потопить,потоплять
поторопить,поторапливать
потрафить,потрафлять
потребить,потреблять
выпотрошить,потрошить
потрясти,потрясать
потупить,потуплять
потухнуть,потухать
попотчевать,потчевать
потянуть,потягивать
поутихнуть,поутихать
испохабить,похабить
похитить,похищать
похлопать,похлопывать
почесать,почесывать
почить,почивать
починить,починять
почесть,почитать
пошевелить,пошевеливать
пощелкать,пощелкивать
пощипать,пощипывать
появить,появлять
пояснить,пояснять
поправеть,праветь
отпраздновать,праздновать
превозмочь,превозмогать
превознести,превозносить
превзойти,превосходить
превратить,превращать
превысить,превышать
преградить,преграждать
прегрешить,прегрешать
предать,предавать
предварить,предварять
предвестить,предвещать
предвосхитить,предвосхищать
предложить,предлагать
предназначить,предназначать
предопределить,предопределять
предоставить,предоставлять
предостеречь,предостерегать
предотвратить,предотвращать
предохранить,предохранять
предписать,предписывать
предположить,предполагать
предпослать,предпосылать
предпочесть,предпочитать
предпринять,предпринимать
предрешить,предрешать
предсказать,предсказывать
предстать,представать
представить,представлять
предугадать,предугадывать
предупредить,предупреждать
предусмотреть,предусматривать
предъявить,предъявлять
презреть,презирать
преисполнить,преисполнять
преклонить,преклонять
преломить,преломлять
прельстить,прельщать
отпремировать,премировать
пренебречь,пренебрегать
преобразить,преображать
преобразовать,преобразовывать
преодолеть,преодолевать
преподнести,преподносить
препоясать,препоясывать
препроводить,препровождать
воспрепятствовать,препятствовать
прервать,прерывать
пресечь,пресекать
попреследовать,преследовать
спрессовать,прессовать
преступить,преступать
пресытить,пресыщать
претворить,претворять
запретендовать,претендовать
претерпеть,претерпевать
сопреть,преть
упреть,преть
преувеличить,преувеличивать
преуменьшить,преуменьшать
преуспеть,преуспевать
прибегнуть,прибегать
прибежать,прибегать
прибеднить,прибеднять
приберечь,приберегать
прибить,прибивать
прибрать,прибирать
приблатнить,приблатнять
прибыть,прибывать
приварить,приваривать
поприветствовать,приветствовать
привить,прививать
привинтить,привинчивать
приврать,привирать
привлечь,привлекать
привнести,привносить
привести,приводить
приводнить,приводнять
привстать,привставать
привыкнуть,привыкать
привязать,привязывать
пригвоздить,пригвождать
пригнуть,пригибать
пригласить,приглашать
приглушить,приглушать
приглядеть,приглядывать
приговорить,приговаривать
пригнать,пригонять
пригореть,пригорать
пригреть,пригревать
придавить,придавливать
придвинуть,придвигать
приделать,приделывать
придержать,придерживать
придрать,придирать
напридумывать,придумывать
приехать,приезжать
прижить,приживать
прижечь,прижигать
прижать,прижимать
призадумать,призадумывать
призанять,призанимать
приземлить,приземлять
призвать,призывать
приказать,приказывать
приколоть,прикалывать
прикарманить,прикарманивать
прикормить,прикармливать
прикинуть,прикидывать
приложить,прикладывать
приклепать,приклепывать
приклонить,приклонять
приключить,приключать
приковать,приковывать
прикрепить,прикреплять
прикрикнуть,прикрикивать
прикрутить,прикручивать
прикрыть,прикрывать
прикупить,прикупать
прикурить,прикуривать
прикусить,прикусывать
приладить,прилаживать
прилепить,прилеплять
прилететь,прилетать
примазать,примазывать
примотать,приматывать
применить,применять
примерить,примеривать
приметать,приметывать
приметить,примечать
примешать,примешивать
примять,приминать
примирить,примирять
примоднить,примоднять
примолкнуть,примолкать
приморозить,примораживать
примостить,примощать
примкнуть,примыкать
примыслить,примысливать
приналечь,приналегать
принизить,принижать
приникнуть,приникать
принять,принимать
приноровить,приноравливать
принудить,принуждать
принюхать,принюхивать
приобвыкнуть,приобвыкать
приободрить,приободрять
приобрести,приобретать
приобщить,приобщать
приодеть,приодевать
приосанить,приосанивать
приосесть,приоседать
приостановить,приостанавливать
приотворить,приотворять
приоткрыть,приоткрывать
приохотить,приохочивать
припасть,припадать
припаять,припаивать
припалить,припаливать
припасти,припасать
припечь,припекать
припереть,припирать
приписать,приписывать
припихнуть,припихивать
приплатить,приплачивать
приплести,приплетать
приплыть,приплывать
приплюсовать,приплюсовывать
приподнять,приподнимать
припозднить,припозднять
приползти,приползать
припорошить,припорашивать
приправить,приправлять
припрыгнуть,припрыгивать
припрятать,припрятывать
припугнуть,припугивать
припудрить,припудривать
припустить,припускать
припутать,припутывать
припухнуть,припухать
приработать,прирабатывать
приравнять,приравнивать
прирасти,прирастать
пририсовать,пририсовывать
приручить,приручать
присесть,присаживать
присосать,присасывать
присвоить,присваивать
присватать,присватывать
присвистнуть,присвистывать
прискучить,прискучивать
прислонить,прислонять
прислушать,прислушивать
присмотреть,присматривать
присобачить,присобачивать
присовокупить,присовокуплять
присоединить,присоединять
присочинить,присочинять
приспичить,приспичивать
приспособить,приспосабливать
приспустить,приспускать
пристать,приставать
приставить,приставлять
пристегнуть,пристегивать
пристроить,пристраивать
пристрастить,пристращать
приструнить,приструнивать
пристукнуть,пристукивать
приступить,приступать
пристыдить,пристыжать
пристыковать,пристыковывать
присудить,присуждать
поприсутствовать,присутствовать
прислать,присылать
присохнуть,присыхать
притаить,притаивать
приталить,приталивать
притащить,притаскивать
притворить,притворять
притеснить,притеснять
притесать,притесывать
притереть,притирать
притиснуть,притискивать
притихнуть,притихать
притомить,притомлять
притормозить,притормаживать
притулить,притулять
притупить,притуплять
приткнуть,притыкать
притянуть,притягивать
приукрасить,приукрашать
приуменьшить,приуменьшать
приумножить,приумножать
приумолкнуть,приумолкать
приуныть,приунывать
приурочить,приурочивать
приустать,приуставать
приутихнуть,приутихать
приучить,приучать
прихворнуть,прихварывать
прихватить,прихватывать
прийти,приходить
прихорошить,прихорашивать
прицелить,прицеливать
прицепить,прицеплять
причалить,причаливать
причастить,причащать
причесать,причесывать
причинить,причинять
причислить,причислять
запричитать,причитать
причмокнуть,причмокивать
пришибить,пришибать
пришить,пришивать
пришлепать,пришлепывать
пришпандорить,пришпандоривать
пришпилить,пришпиливать
пришпорить,пришпоривать
прищелкнуть,прищелкивать
прищемить,прищемлять
прищепить,прищеплять
прищурить,прищуривать
пробить,пробивать
пробрать,пробирать
попробовать,пробовать
пробудить,пробуждать
провалить,проваливать
проведать,проведывать
провернуть,провертывать
провертеть,проверчивать
проветрить,проветривать
проводить,провожать
провозгласить,провозглашать
провезти,провозить
проворовать,проворовывать
спровоцировать,провоцировать
прогнуть,прогибать
проглядеть,проглядывать
прогнить,прогнивать
спрогнозировать,прогнозировать
проголодать,проголадывать
прогореть,прогорать
запрограммировать,программировать
прогулять,прогуливать
продать,продавать
продавить,продавливать
распродать,продать
продвинуть,продвигать
продеть,продевать
проделать,проделывать
продернуть,продергивать
продрать,продирать
продолжить,продолжать
продуть,продувать
продумать,продумывать
спродуцировать,продуцировать
продырявить,продырявливать
проесть,проедать
проехать,проезжать
спроектировать,проектировать
спроецировать,проецировать
прожить,проживать
прожечь,прожигать
прожать,прожимать
прожрать,прожирать
прозреть,прозревать
произвести,производить
произнести,произносить
произрасти,произрастать
проистечь,проистекать
произойти,происходить
прокалить,прокаливать
проколоть,прокалывать
прокопать,прокапывать
прокатать,прокатывать
прокатить,прокатывать
прокашлять,прокашливать
прокинуть,прокидывать
проложить,прокладывать
проклеить,проклеивать
проконопатить,проконопачивать
прокрасить,прокрашивать
прокрутить,прокручивать
прокурить,прокуривать
прокусить,прокусывать
проломить,проламливать
пролечь,пролегать
пролезть,пролезать
пролететь,пролетать
пролить,проливать
пролудить,пролуживать
промазать,промазывать
промолоть,промалывать
промаслить,промасливать
промотать,проматывать
промахнуть,промахивать
промерзнуть,промерзать
промерить,промерять
промести,прометать
промять,проминать
промыть,промывать
пронзить,пронзать
пронизать,пронизывать
проникнуть,проникать
пронести,проносить
распропагандировать,пропагандировать
пропороть,пропарывать
пропить,пропивать
